SMILES,Absorption/nm,Emission/nm,PLQY
CN1C(C(C2=NC3=C(C=C(C)C=C3C)N2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,383.49,432.87,0.25
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)CC)C(C4=NC5=C(C=CC=C5)N4)=N1,384.27,428.03,0.226
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)CC4=CC=CC=C4)C(C5=NC6=C(C=CC=C6)N5)=N1,376.7,425.9,0.167
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)CC=C)C(C4=NC5=C(C=CC=C5)N4)=N1,382.31,425.0,0.215
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)CC#C)C(C4=NC5=C(C=C(C)C=C5C)N4)=N1,383.73,427.87,0.252
CN1C(C(C2=NC3=C(C=CC=C3)N2)=NC(C(OCC)=O)=C4)=C4C5=CC=CC=C15,387.82,428.93,0.206
O=C(OCC)C1=CC2=C(N(C3=CC=CC=C32)CC)C(C4=NC5=C(C=CC=C5)N4)=N1,382.14,430.0,0.247
O=C(OCC)C1=CC2=C(N(C3=CC=CC=C32)CC4=CC=CC=C4)C(C5=NC6=C(C=CC=C6)N5)=N1,376.33,425.9,0.195
CN1C2=C(C3=CC=CC=C13)C=C(C(OC)=O)N=C2C4=NC(C=CC=C5)=C5N4CC6=NC(C(OC)=O)=CC7=C6N(C8=CC=CC=C87)C,353.71,413.93,0.179
CN1C(C(C2=NC3=C(C=CC=C3)S2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,383.43,438.93,0.228
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)CC4=CC=CC=C4)C(C5=NC6=C(C=CC=C6)S5)=N1,380.59,440.0,0.193
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)CC=C)C(C4=NC5=C(C=CC=C5)S4)=N1,382.02,440.0,0.193
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)CC)C(C4=NC5=C(C=CC=C5)S4)=N1,384.12,438.93,0.277
CN1C(C(C2=NC3=C(C=CC=C3)O2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,370.51,435.0,0.241
O=C(OC)C1=CC2=C(N(C3=CC=CC=C32)C4)C(C5=NC6=C(C=CC=C6)N5C4=C)=N1,392.79,438.03,0.273
[H]/[N+]([H])=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC=C(N([H])[H])C=C4OC2=C\1,479.0,520.0,0.88
C/[N+](C)=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC=C(N(C)C)C=C4OC2=C\1,548.0,572.0,0.41
CC1=C(NCC)C=C(O2)C(C(C3=CC=CC=C3C([O-])=O)=C(C=C/4C)C2=CC4=[NH+]\CC)=C1,521.0,548.0,0.48
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(C=C/3)C4=CC3=[N+](CC)\CC)C(O4)=C1,554.0,577.0,0.18
CCNC1=C(C)C=C(C(C2=CC=CC=C2C([O-])=O)=C(C=C/3)C4=CC3=[NH+]\CC)C(O4)=C1,539.0,566.0,0.12
O=C(C1=CC=CC=C1C(C2=CC=C(N3CCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCC\6)[O-],549.0,571.0,0.88
O=C(C1=CC=CC=C1C(C2=CC=C(N3CCCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCCC\6)[O-],553.0,576.0,0.74
O=C(C1=CC=CC=C1C(C2=CC=C(N3CCCCCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCCCCC\6)[O-],560.0,583.0,0.25
O=C(C1=CC=CC=C1C(C2=CC3=C(NCCC3)C=C2O4)=C5C4=CC6=[NH+]CCCC6=C5)[O-],538.0,588.0,0.83
O=C(C1=CC=CC=C1C(C2=CC3=C(N4CCC3)C(CCC4)=C2O5)=C6C5=C7C8=[N+](CCC7)CCCC8=C6)[O-],580.0,600.0,0.3
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C3C4=C5C6=[N+](CCC5)CCCC6=C3)C(O4)=C1,566.0,587.0,0.34
CCNC1=C(C)C=C(C(C2=CC=CC=C2C([O-])=O)=C3C4=C5C6=[N+](CCC5)CCCC6=C3)C(O4)=C1,554.0,580.0,0.32
[NH2+]=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC5=C(N(CC)C(CCCC6)C6N5CC)C=C4OC2=C1,565.0,648.0,0.24
CCN(C(CCCC1)C1N2CC)C3=C2C=C(C(C4=CC=CC=C4C([O-])=O)=C(C=C/5C)C6=CC5=[NH+]\CC)C(O6)=C3,570.0,646.0,0.31
CCN(C(CCCC1)C1N2CC)C3=C2C=C(C(C4=CC=CC=C4C([O-])=O)=C(C=C/5)C6=CC5=[N+](CC)\CC)C(O6)=C3,584.0,660.0,0.35
CCN(C(CCCC1)C1N2CC)C3=C2C=C(C(C4=CC=CC=C4C([O-])=O)=C5C6=C7C8=[N+](CCC7)CCCC8=C5)C(O6)=C3,593.0,587.0,0.43
NC(C=C1)=CC2=C1C3=[O+]C4=CC=CC=C4C(C5=CC=CC=C5C([O-])=O)=C3C2,478.0,548.0,0.67
NC(C=C1)=CC2=C1C3=[O+]C4=CC(OC)=CC=C4C(C5=CC=CC=C5C([O-])=O)=C3C2,490.0,550.0,0.77
NC(C=C1)=CC2=C1C3=[O+]C4=CC(O)=CC=C4C(C5=CC=CC=C5C([O-])=O)=C3C2,522.0,582.0,0.48
NC(C=C1)=CC2=C1C3=[O+]C4=CC(N(C)C)=CC=C4C(C5=CC=CC=C5C([O-])=O)=C3C2,557.0,608.0,0.3
NC(C=C1)=CC2=C1C3=[O+]C4=CC(Cl)=CC=C4C(C5=CC=CC=C5C([O-])=O)=C3C2,484.0,554.0,0.47
NC(C=C1)=CC2=C1C3=[O+]C4=C(CCC5)C(N5CCC6)=C6C=C4C(C7=CC=CC=C7C([O-])=O)=C3C2,582.0,632.0,0.15
NC(C=C1)=CC2=C1C3=[O+]C4=CC(N(CCC)CCC)=CC=C4C(C5=CC=CC=C5C([O-])=O)=C3C2,564.0,619.0,0.26
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(OC)=C3)C4=[O+]5)C5=C1,550.0,596.0,0.2
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(O)=C3)C4=[O+]5)C5=C1,567.0,604.0,0.28
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(NCC)=C3)C4=[O+]5)C5=C1,573.0,613.0,0.47
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(N(CC)CC)=C3)C4=[O+]5)C5=C1,583.0,639.0,0.34
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3=C4C=CC(O)=C3)C4=[O+]5)C5=C1,567.0,604.0,0.22
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(CC3)C(C4=C3C=C(N)C=C4)=[O+]5)C5=C1,574.0,627.0,0.14
O=S(C1=CC=CC=C1C2=C3C=CC(N4C5CCC4CC5)=CC3=[O+]C6=CC(N7C8CCC7CC8)=CC=C62)([O-])=O,548.0,567.0,0.95
O=S(C1=CC=CC=C1C2=C3C=C/C(C=C3OC4=CC(N(C5)CC6CCC5CC6)=CC=C42)=[N+](C7)/CC8CCC7CC8)([O-])=O,548.0,567.0,0.95
O=S(C1=CC=CC=C1C2=C3C=C/C(C=C3OC4=CC(N(C)C)=CC=C42)=[N+](C)/C)([O-])=O,550.0,568.0,0.65
O=C([O-])C1=CC=CC=C1C2=C3C=C4C5=[N+](CCC4)CCCC5=C3OC6=CC(N7C(CCC7)CN8C)=C8C=C62,586.0,644.0,0.25
O=C([O-])C1=CC=CC=C1C(C(C=C(C2=CC=CC=C2)C(N(C)C)=C3)=C3O4)=C5C4=C/C(C(C6=CC=CC=C6)=C5)=[N+](C)/C,548.0,571.0,0.25
O=C([O-])C1=CC=CC=C1C(C(C=C2C(N(C(C)(C)C3=C2C=CC=C3)C)=C4)=C4O5)=C6C5=CC7=[N+](C)C(C)(C)C8=CC=CC=C8C7=C6,582.0,604.0,0.75
O=C([O-])C1=CC=CC=C1C(C(C=C2C(N(C(C)(C)C3=C2C=CS3)C)=C4)=C4O5)=C6C5=CC7=[N+](C)C(C)(C)C8=C(C=CS8)C7=C6,581.0,605.0,0.85
O=C([O-])C1=CC=CC=C1C(C(C=C2C(N(C(C)(C)C3=C2SC=C3)C)=C4)=C4O5)=C6C5=CC7=[N+](C)C(C)(C)C8=C(SC=C8)C7=C6,596.0,620.0,0.71
O=C([O-])C1=CC=CC=C1C(C(C=C2C(N(C(C)(C)C3=C2SC4=C3C=CC=C4)C)=C5)=C5O6)=C7C6=CC8=[N+](C)C(C)(C)C9=C(SC%10=C9C=CC=C%10)C8=C7,600.0,627.0,0.66
O=C([O-])C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C(C(C=C2C(N(C(C)(C)C3=C2SC=C3)C)=C4)=C4O5)=C6C5=CC7=[N+](C)C(C)(C)C8=C(SC=C8)C7=C6,631.0,648.0,0.64
O=C([O-])C1=C(F)C(F)=C(F)C(F)=C1C(C(C=C2C(N(C(C)(C)C3=C2SC=C3)C)=C4)=C4O5)=C6C5=CC7=[N+](C)C(C)(C)C8=C(SC=C8)C7=C6,628.0,649.0,0.66
O=C([O-])C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C(C(C=C2C(N(C(C)(C)C3=C2C=CC4=C3C=CC=C4)C)=C5)=C5O6)=C7C6=CC8=[N+](C)C(C)(C)C9=C(C=CC%10=C9C=CC=C%10)C8=C7,627.0,645.0,0.76
O=S(C1=CC(S(=O)([O-])=O)=CC=C1C(C(C=C2C(N(C(C)(C)C3=C2SC=C3)C)=C4)=C4O5)=C6C5=CC7=[N+](C)C(C)(C)C8=C(SC=C8)C7=C6)([O-])=O,610.0,629.0,0.85
O=S(C1=CC(S(=O)([O-])=O)=CC=C1C(C(C=C2C(N(C(C)(C)C3=C2SC4=C3C=CC=C4)C)=C5)=C5O6)=C7C6=CC8=[N+](C)C(C)(C)C9=C(SC%10=C9C=CC=C%10)C8=C7)([O-])=O,616.0,633.0,0.89
O=S(C1=CC(S(=O)([O-])=O)=CC=C1C(C(C=C2C(N(C(C)(C3=CC=CC=C3)C4=C2SC5=C4C=CC=C5)C)=C6)=C6O7)=C8C7=CC9=[N+](C)C(C)(C%10=CC=CC=C%10)C%11=C(SC%12=C%11C=CC=C%12)C9=C8)([O-])=O,613.0,638.0,0.64
O=S(C1=CC(S(=O)([O-])=O)=CC=C1C(C(C=C2C(N(C(C)(C3=CC=CC=C3)C4=C2C5=C(N4C)C=CC=C5)C)=C6)=C6O7)=C8C7=CC9=[N+](C)C(C)(C%10=CC=CC=C%10)C%11=C(C%12=C(N%11C)C=CC=C%12)C9=C8)([O-])=O,634.0,672.0,0.16
NC1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(C=C3)C4=CC3=[NH2+])C(C4(C)C)=C1,552.0,577.0,0.64
CC1(C)C2=CC(N(C)C)=CC=C2C(C3=CC=CC=C3C([O-])=O)=C(C=C/4)C1=CC4=[N+](C)\C,612.0,642.0,0.75
CC1(C)C2=CC(N3CCCC3)=CC=C2C(C4=CC=CC=C4C([O-])=O)=C(C=C/5)C1=CC5=[N+]6CCCC\6,613.0,633.0,0.54
CC1(C)C2=CC(N(CCC3)CC)=C3C=C2C(C4=CC=CC=C4C([O-])=O)=C5C1=CC6=[N+](CC)CCCC6=C5,632.0,662.0,0.85
CC1(C)C2=CC(N(C(C)(C)C=C3C)CC)=C3C=C2C(C4=CC=CC=C4C([O-])=O)=C5C1=CC6=[N+](CC)CCCC6=C5,653.0,683.0,0.7
CC1(C)C2=CC(N(C(C)(C)C=C3C)CC)=C3C=C2C(C4=CC=CC=C4C([O-])=O)=C5C1=CC6=[N+](CC)C(C)(C)C=C(C)C6=C5,670.0,700.0,0.55
CC1(C)C2=CC(N(CCC3)CC)=C3C=C2C(C4=C(Cl)C(Cl)=C(Cl)C(Cl)=C4C([O-])=O)=C5C1=CC6=[N+](CC)CCCC6=C5,662.0,692.0,0.6
CC1(C)C2=CC(N(C(C)(C)C=C3C)CC)=C3C=C2C(C4=C(Cl)C(Cl)=C(Cl)C(Cl)=C4C([O-])=O)=C5C1=CC6=[N+](CC)CCCC6=C5,683.0,713.0,0.45
CC1(C)C2=CC(N(C(C)(C)C=C3C)CC)=C3C=C2C(C4=C(Cl)C(Cl)=C(Cl)C(Cl)=C4C([O-])=O)=C5C1=CC6=[N+](CC)C(C)(C)C=C(C)C6=C5,700.0,730.0,0.4
CC1(C)C2=CC(N(C)C)=CC=C2C(C3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3C([O-])=O)=C(C=C/4)C1=CC4=[N+](C)\C,642.0,672.0,0.64
CC1=CC=CC=C1C(C2=CC=C(N)C=C2[Si]3(C)C)=C(C=C4)C3=CC4=[NH2+],593.0,613.0,0.38
CC1=CC=CC=C1C(C2=CC=C(N(C)C)C=C2[Si]3(C)C)=C(C=C/4)C3=CC4=[N+](C)\C,646.0,660.0,0.31
CC1=CC=CC=C1C(C2=CC3=C(N(CC3)C)C=C2[Si]4(C)C)=C(C=C5CC6)C4=CC5=[N+]6C,691.0,712.0,0.12
CC1=CC=CC=C1C(C2=CC3=C(N(CCC3)C)C=C2[Si]4(C)C)=C(C=C5CCC6)C4=CC5=[N+]6C,674.0,689.0,0.35
C[Si]1(C)C2=CC(NCCC3)=C3C=C2C(C4=CC=CC=C4C(O)=O)=C5C1=CC6=[NH+]CCCC6=C5,637.0,654.0,0.38
C[Si]1(C)C2=CC(N(CC)CC)=CC=C2C(C3=CC=CC=C3C(O)=O)=C(C=C/4)C1=CC4=[N+](CC)\CC,650.0,666.0,0.19
CN(C)C1=CC=C(C(C2=CC=CC=C2)=C(C=C/3)C4=CC3=[N+](C)\C)C(S4)=C1,571.0,599.0,0.4
CN(C)C1=CC=C(C(C2=CC=CC=C2C)=C(C=C/3)C4=CC3=[N+](C)\C)C([Ge]4(C)C)=C1,635.0,649.0,0.34
CN(C)C1=CC=C(C(C2=CC=CC=C2C)=C(C=C/3)C4=CC3=[N+](C)\C)C([Te]4=O)=C1,669.0,686.0,0.18
CN(C)C1=CC=C(C(C2=CC=CC=C2C)=C(C=C/3)C4=CC3=[N+](C)\C)C(P4([O-])=O)=C1,666.0,685.0,0.38
CN(C)C1=CC=C(C(C2=CC=CC=C2C)=C(C=C/3)C4=CC3=[N+](C)\C)C(P4(OCC)=O)=C1,698.0,712.0,0.32
CC1=CC=CC=C1C(C2=CC3=C(N(CCC4)CCC3)C4=C2P5([O-])=O)=C6C5=C7C8=[N+](CCC7)CCCC8=C6,700.0,722.0,0.11
CC1=CC=CC=C1C(C2=CC3=C(N(CCC4)CCC3)C4=C2P5(OCC)=O)=C6C5=C7C8=[N+](CCC7)CCCC8=C6,744.0,764.0,0.16
O=P1(C)C2=CC(N(CC)CC)=CC=C2C(C3=CC=CC=C3C)=C(C=C/4)C1=CC4=[N+](CC)\CC,694.0,712.0,0.11
O=P1(C)C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=C(C)C=C3C)=C(C=C/4)C1=CC4=[N+](CC)\CC,696.0,713.0,0.15
CN(C)C1=CC=C(C=C(C=C/2)C3=CC2=[N+](C)\C)C(O3)=C1,547.0,562.0,0.4
CN(C1=CC=C(C([Si]2(C)C)=C1)C=C(C2=C/3)C=CC3=[N+](C)\C)C,634.0,653.0,0.18
CN(C1=CC=C(C([Ge]2(C)C)=C1)C=C(C2=C/3)C=CC3=[N+](C)\C)C,621.0,634.0,0.4
CN(C1=CC=C(C([Sn]2(C)C)=C1)C=C(C2=C/3)C=CC3=[N+](C)\C)C,614.0,628.0,0.43
CN(C)C1=CC=C(C=C(C=CC(N(C)C)=C2)C2=N3)C3=C1,493.0,528.0,0.21
C1(N2CCC2)=CC=C(C=C(C=CC(N3CCC3)=C4)C4=N5)C5=C1,492.0,531.0,0.52
CN(C1=CC=C(C(C2(C)C)=C1)C(CCCCCCNC(OC(C)(C)C)=O)=C(C2=C/3)C=CC3=[N+](C)\C)C,459.0,599.0,0.55
CN(C1=CC=C(C([Ge]2(C)C)=C1)C(CCCCCCNC(OC(C)(C)C)=O)=C(C2=C/3)C=CC3=[N+](C)\C)C,454.0,618.0,0.17
CN(C1=CC=C(C([Si]2(C)C)=C1)C(CCCCCCNC(OC(C)(C)C)=O)=C(C2=C/3)C=CC3=[N+](C)\C)C,458.0,623.0,0.28
CN(C1=CC=C(C(C2(C)C)=C1)C=C(C2=C/3)C=CC3=[N+](C)\C)C,606.0,627.0,0.71
C/[N+](C)=C1C=C2C(C=C\1)=CC(C(C2(C)C)=C3)=CC=C3N(CC)CC,608.0,630.0,0.56
CC1(C)C2=CC(N3CC)=C(CC3)C=C2C=C(C1=C4)C=C5C4=[N+](CC5)CC,633.0,657.0,0.63
CC1(C)C2=CC(N3CC)=C(CCC3)C=C2C=C(C1=C4)C=C5C4=[N+](CCC5)CC,626.0,648.0,0.87
CC1(C)C2=CC3=C(C=C2C=C(C1=C4)C=C5C4=[N+](C(C)(C)C=C5C)CC)C(C)=CC(C)(C)N3CC,664.0,688.0,0.49
CC1(C)C2=CC3=C(C=C2C=C(C1=C4)C=C5C4=[N+](CCC5)CC)CCN3CC,629.0,650.0,0.69
CC1(C)C2=CC(N3CC)=C(CC3)C=C2C=C(C1=C4)C=C5C4=[N+](C(C)(C)C=C5C)CC,647.0,675.0,0.55
CC1(C)C2=CC3=C(C=C2C=C(C1=C4)C=C5C4=[N+](C(C)(C)C=C5C)CC)CCCN3CC,647.0,664.0,0.58
CN(C)C1=CC=C(C(C2(C)C)=C1)C=C(C2=C3)C=C4C3=[N+](CC4)CC,617.0,641.0,0.77
CN(C)C1=CC=C(C(C2(C)C)=C1)C=C(C2=C3)C=C4C3=[N+](CCC4)CC,616.0,640.0,0.75
CN(C)C1=CC=C(C(C2(C)C)=C1)C=C(C2=C3)C=C4C3=[N+](C(C)(C)C=C4C)CC,634.0,658.0,0.62
CN(C)C1=CC=C(C(C2(C)C)=C1)C(C)=C(C2=C/3)C=CC3=[N+](C)\C,602.0,643.0,0.58
C[N+]1=C2C=C3C(C=C2OCC1)=NC(C(O3)=C4)=CC5=C4N(C)CCO5,644.0,670.0,0.61
C[N+]1=C2C=C3C(C=C2OCC1)=NC(C(O3)=C4)=CC5=C4N(C)CCS5,659.0,695.0,0.41
C[N+]1=C2C=C3C(C=C2OCC1)=NC(C(O3)=C4)=CC5=C4N(C)CCC5,649.0,677.0,0.61
CCN(CC)C1=CC=C2C(OC3=C(/C=C/C4=[N+](C)C(C=CC=C5)=C5C4(C)C)CCCC3=C2)=C1,700.0,743.0,0.34
CCNC1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C(C=CC=C5)=C5C4(C)C)CCCC3=C2C6=CC=CC=C6C(O)=O)=C1,688.0,721.0,0.56
CCNC1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C(C=CC5=C6C=CC=C5)=C6C4(C)C)CCCC3=C2C7=CC=CC=C7C(O)=O)=C1,708.0,741.0,0.34
CCN(CC)C1=CC=C2C(OC3=C(/C=C/C4=[N+](C)C(C=CC=C5)=C5C4(C)C)CCCC3=C2C6=CC=CC=C6C(O)=O)=C1,700.0,731.0,0.41
CCN(CC)C1=CC=C2C(OC3=C(/C=C/C4=[N+](C)C(C=CC5=C6C=CC=C5)=C6C4(C)C)CCCC3=C2C7=CC=CC=C7C(O)=O)=C1,720.0,750.0,0.3
CC1(C)C2=C(C=CC=C2)[N+](C)=C1/C=C/C3=C4OC5=C(CCC6)C(N6CCC7)=C7C=C5C(C8=CC=CC=C8C(O)=O)=C4CCC3,710.0,745.0,0.34
CC1(C)C2=C(C=CC3=C2C=CC=C3)[N+](C)=C1/C=C/C4=C5OC6=C(CCC7)C(N7CCC8)=C8C=C6C(C9=CC=CC=C9C(O)=O)=C5CCC4,728.0,763.0,0.29
CC1(C)C2=C(C=CC3=C2C=CC=C3)[N+](CC)=C1/C=C/C4=C5OC6=CC(N(CC)CC)=CC=C6C(/C=C7C(C)(C)C(C=CC=C8)=C8N\7CC)=C5CCC4,720.0,740.0,0.36
CC1(C)C2=C(C=CC3=C2C=CC=C3)[N+](CC)=C1/C=C/C4=C5OC6=CC(NCC)=C(C)C=C6C(/C=C7C(C)(C)C(C=CC=C8)=C8N\7CC)=C5CCC4,710.0,732.0,0.29
CC1(C)C2=C(C=CC3=C2C=CC=C3)[N+](CC)=C1/C=C/C4=C5OC6=CC(NCC)=CC=C6C(/C=C7C(C)(C)C(C=CC=C8)=C8N\7CC)=C5CCC4,712.0,735.0,0.24
CC1(C)C2=C(C=CC3=C2C=CC=C3)[N+](CC)=C1/C=C/C4=C5OC6=C7C(N8CCC7)=C(CCC8)C=C6C(/C=C9C(C)(C)C(C=CC=C%10)=C%10N\9CC)=C5CCC4,724.0,744.0,0.57
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CCC/C3=C\C4=CC=C(O)C=C4)C3=[O+]5)C5=C1,570.0,654.0,0.12
CC/[N+](CC)=C(C=C/1)/C=CC1=C2C=C(C3=CC=CC=C3C(O)=O)C4=CC=C(N(CC)CC)C=C4O\2,598.0,648.0,0.21
CC/[N+](CC)=C(C=C/1)/C=CC1=C2C=C(C3=CC=CC=C3C(O)=O)C4=CC5=C(N(CCC6)CCC5)C6=C4O\2,612.0,648.0,0.32
CC/[N+](CC)=C1C=CC2=C(C3=CC=CC=C3C(O)=O)C=C(C4=CC(C=CC(N(CC)CC)=C5)=C5OC4=O)OC2=C/1,662.0,695.0,0.84
CC/[N+](CC)=C1C=CC2=C(C3=CC=CC=C3C(O)=O)C(C(OC4=C5C=CC(N(CC)CC)=C4)=O)=C5OC2=C/1,591.0,637.0,0.21
OC1=CC2=C(C(O3)=C(C=C2)C(C4=CC=CC=C4C(O)=O)=C(C=C/5C)C3=CC5=[NH+]\CC)C=C1,522.0,552.0,0.481
O=C1C=CC2=C3OC4=CC(N(CC)CC)=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C=CC2=C1,576.0,633.0,0.158
O=C1C=CC2=C3OC4=C5C(N(CCC5)CCC6)=C6C=C4C(C7=CC=C(C(O)=O)C=C7C(O)=O)=C3C=CC2=C1,678.0,630.0,0.163
[NH2+]=C1C=CC2=C(C3=CC=CC=C3C(OC)=O)C(C=CC4=C5C(OC)=CC=C4)=C5OC2=C1,538.0,596.0,0.34
OC1=CC=CC2=C1C(O3)=C(C=C2)C(C4=CC=CC=C4C(OC)=O)=C5C3=C6C7=[N+](CCC6)CCCC7=C5,585.0,624.0,0.15
COC1=CC=CC2=C1C(O3)=C(C=C2)C(C4=CC=CC=C4C(OC)=O)=C5C3=C6C7=[N+](CCC6)CCCC7=C5,582.0,622.0,0.11
[NH2+]=C1C=CC2=C(C3=CC=CC=C3C(OC)=O)C(C=CC4=C5C(N)=CC=C4)=C5OC2=C1,576.0,760.0,0.18
C/[N+](C)=C1C=CC2=C(C3=CC=CC=C3C(OC)=O)C(C=CC4=C5C(N)=CC=C4)=C5OC2=C\1,598.0,770.0,0.2
NC1=CC2=C(C(O3)=C(C=C2)C(C4=CC=CC=C4C([O-])=O)=C5C3=C6C7=[N+](CCC6)CCCC7=C5)C=C1,577.0,612.0,0.17
CNC1=CC2=C(C(O3)=C(C=C2)C(C4=CC=CC=C4C([O-])=O)=C5C3=C6C7=[N+](CCC6)CCCC7=C5)C=C1,585.0,624.0,0.25
NC1=CC2=C(C3=C(C=C2)C(C4=CC5=C(N=NN5)C=C4)=C6C(C7=C(C=C(N)C=C7)C=C6)=[O+]3)C=C1,612.0,681.0,0.16
CCN(CC)C1=CC2=C(C3=C(C=C2)C(C4=CC5=C(N=NN5)C=C4)=C6C(C7=C(C=C(N(CC)CC)C=C7)C=C6)=[O+]3)C=C1,683.0,750.0,0.13
CC1=CC=CC=C1C(C2=CC(C=C3C4=C5CCCN4CCC3)=C5C=C2C67C(C=CC=C8)=C8OC9=C7C=CC=C9)=C(C6=C%10)C=C%11C%10=C(CCC%12)C%13=[N+]%12CCCC%13=C%11,879.0,920.0,0.133
CC(CO)N1CC2=C(N3C=CC=CC3=C2C)C1=O,326.0,434.0,0.41
OCC(C)N1CC2=C(N3C=CC(C4=CC=CC=C4)=CC3=C2C)C1=O,349.0,433.0,0.19
CC(CO)N1CC2=C(N3C=CC(=CC3=C2C)C#N)C1=O,342.0,460.0,0.76
CC(CO)N1CC2=C(N3C=CC(=CC3=C2C)C(C)=O)C1=O,396.0,471.0,0.82
OCC(C)N1CC2=C(N3C=CC=CC3=C2C4=CC=CC=C4)C1=O,298.0,420.0,0.57
OCC(C)N1CC2=C(N3C=CC(OC)=CC3=C2C4=CC=CC=C4)C1=O,320.0,481.0,0.27
OCC(C)N1CC2=C(N3C=CC(C4=CC=CC=C4)=CC3=C2C5=CC=CC=C5)C1=O,350.0,490.0,0.83
OCC(C)N1CC2=C(N3C=CC(C#N)=CC3=C2C4=CC=CC=C4)C1=O,388.0,497.0,0.65
OCC(C)N1CC2=C(N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4)C1=O,403.0,507.0,0.74
OCC(C)N1CC2=C(N3C=CC=CC3=C2C4=C(OC)C=CC=C4)C1=O,320.0,461.0,0.37
OCC(C)N1CC2=C(N3C=CC(OC)=CC3=C2C4=C(OC)C=CC=C4)C1=O,323.0,465.0,0.26
OCC(C)N1CC2=C(N3C=CC(C4=CC=CC=C4)=CC3=C2C5=C(OC)C=CC=C5)C1=O,381.0,489.0,0.69
OCC(C)N1CC2=C(N3C=CC(C#N)=CC3=C2C4=C(OC)C=CC=C4)C1=O,391.0,493.0,0.55
OCC(C)N1CC2=C(N3C=CC(C(C)=O)=CC3=C2C4=C(OC)C=CC=C4)C1=O,404.0,508.0,0.71
OCC(C)N1CC2=C(N3C=CC(C4=CC=CC=C4)=CC3=C2C5=CC=CS5)C1=O,283.0,515.0,0.11
OCC(C)N1CC2=C(N3C=CC(C#N)=CC3=C2C4=CC=CS4)C1=O,398.0,529.0,0.15
OCC(C)N1CC2=C(N3C=CC(C(C)=O)=CC3=C2C4=CC=CS4)C1=O,349.0,540.0,0.35
OCC(C)N1CC2=C(N3C=CC(C4=CC=CC=C4)=CC3=C2C5=CC=C(N(C)C)C=C5)C1=O,403.0,530.0,0.21
OCC(C)N1CC2=C(N3C=CC(C#N)=CC3=C2C4=CC=C(N(C)C)C=C4)C1=O,428.0,509.0,0.13
OCC(C)N1CC2=C(N3C=CC(C(C)=O)=CC3=C2C4=CC=C(N(C)C)C=C4)C1=O,440.0,613.0,0.15
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C)=CC3=C2C4=CC=C(C#N)C=C4,344.0,445.0,0.67
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(OC)=CC3=C2C4=CC=C(C#N)C=C4,344.0,460.0,0.58
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(C#N)C=C4,394.0,487.0,0.99
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(C#N)C=C4,407.0,494.0,0.99
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C)=CC3=C2C4=CC=C(Br)C=C4,318.0,462.0,0.33
