Et30,SP,SdP,SA,SB
37.4,0.714,0.634,0.0,0.591
40.7,0.761,0.769,0.04,0.178
43.2,0.759,0.977,0.031,0.613
45.6,0.645,0.974,0.044,0.286
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
31.0,0.616,0.0,0.0,0.056
30.9,0.683,0.0,0.0,0.073
30.9,0.581,0.0,0.0,0.053
34.5,0.617,0.385,0.0,0.562
36.0,0.737,0.312,0.0,0.444
33.9,0.782,0.284,0.0,0.128
37.4,0.714,0.634,0.0,0.591
45.1,0.83,1.0,0.072,0.647
42.2,0.651,0.907,0.0,0.475
48.0,0.812,0.959,0.024,0.613
41.1,0.689,0.783,0.01,0.537
40.7,0.761,0.769,0.04,0.178
39.1,0.783,0.614,0.047,0.071
32.4,0.768,0.0,0.0,0.044
55.8,0.814,1.006,0.549,0.414
54.1,0.759,0.977,0.031,0.613
43.2,0.759,0.977,0.031,0.613
42.9,0.763,0.987,0.028,0.65
38.9,0.645,0.637,0.0,0.527
38.1,0.656,0.603,0.0,0.542
38.5,0.674,0.535,0.0,0.525
41.9,0.648,0.707,0.0,0.477
45.6,0.645,0.974,0.044,0.286
56.3,0.777,0.91,0.717,0.534
47.7,0.722,0.383,0.259,0.912
48.1,0.713,0.454,0.299,0.923
48.8,0.698,0.552,0.315,0.879
49.7,0.674,0.655,0.341,0.809
50.7,0.658,0.748,0.367,0.782
51.9,0.633,0.783,0.4,0.658
55.4,0.608,0.904,0.605,0.545
59.8,0.543,0.922,0.893,0.107
33.9,0.782,0.284,0.0,0.128
33.9,0.782,0.284,0.0,0.128
